group	id	0292159D-8EE5-4B0B-9756-17EF4F55263A	0474C672-D911-40E4-8AB7-15FA4D072A9C	05AEE292-E223-48B5-B0B6-DA88D117139D	05BC1ED4-187E-41DB-AFA6-C4529B8FCFA3	0929C255-892A-4196-B906-54A5D809FA72	0A2B3536-2245-4C0E-BDBC-495766EEEC67	0AE47E69-3FA6-471B-BFDF-AF84E4D3201F	0AECCB48-4FB5-4C79-8E80-2BFDC2703B65	0F3D1985-DBA7-4525-92F5-CEF822A2A08F	1045C80F-7C97-4B11-9675-318064A3F56B	12B82BD8-2DD4-433A-B4C8-7985B4738402	12D39077-7A6C-4BA8-9EBB-CFFF87CD9770	150F8364-E67C-4913-831F-832187652123	176F3289-5E77-4E1B-8695-FA71478F18F9	17B178C8-9728-450B-A13A-7CCC5FC301C9	190602A3-5AC5-405A-9328-8BD78D23B174	1982CFBF-461A-4256-AEAA-DD89D18F28FE	19EBA91E-4D0E-493E-8297-3466769C0C1B	1CFD4B4B-DB79-44CC-A47E-7806308FDDA9	1E0DFE20-FCD1-43DF-8DE2-901E95A51523	1E854A72-598B-45D4-AB19-E3914F2AEE09	1F4C55C2-6F41-4B79-B994-AACDF9D87C19	249EA5FD-66E6-4293-838B-586365A336F4	27BCCCEB-7C09-4CB7-A5AB-891E281CA4DA	2FEA82F2-B180-4B7E-BE29-AF06A31C90C7	30BFBC24-D16F-448F-AEAC-057AEF97B2A7	3481B26E-85C6-4D1A-ADD4-4E7981B65BA7	3771176A-F95B-494A-8172-E57260AC372C	37DD0B78-3C22-48DE-8471-4F2D8779D90B	37EC4174-F358-4860-9D99-98104BE33A70	38ABF99F-2098-4214-83E5-4FC5270C1C6F	3AEA26F8-8B7D-4864-AB5E-F1CACB05D741	3DD5CD2F-352D-4ACF-ACCC-B5B6D7BAC5C9	4361A302-5783-46B0-8921-2EC08F235ACD	4485ADB0-AF5F-4A51-BF60-702F4C975DE2	4A1F60BD-5CD8-4221-8AF2-A2DA4437F8B8	4CA0F2AD-18D5-4044-8350-504FFE609B2C	4F0FA9B6-514F-4FF4-98CC-0009BC08EB80	507D17F8-DDEC-4560-919B-B7D729ECE611	52456612-1DF9-4CF8-B114-6E9B1EF19F2C	556EA0EF-8989-41AE-8023-7703DAC7160C	593E644B-68A3-4E67-BAB1-BDD99219E072	5B46DD57-1D7A-4DCC-8C71-E769D018AA44	5BB480FD-2D3A-4B4B-AD0F-7F689F761079	5CB91881-3359-4FBB-A8E4-DD2F007F01BA	5DD39B17-CA54-4C20-BD84-FA7F88DA5B69	5F2EB568-4F1C-4241-810D-95C2A13093F7	607DBF7C-9714-402B-B03A-2CC96DC5CE02	6176BB6D-9D93-4714-B906-C7A54E0D3325	665AC2DC-49CB-4284-A05C-1B1CDEFE2A0B	6689E110-85D0-445C-8056-108724435D89	6777816A-975B-4B53-B039-3CB26D469C47	696B8E8A-DD8D-440A-853E-5878B584288D	6B2C9674-5F06-436A-8FF6-DC15BAAADD80	6BAB0D9B-7BA4-4E29-B05E-25893805AABC	6E75A199-949C-4A87-AE44-7CCF6C8C021F	741D97D6-E08F-45A8-A2A4-35E151FE3EFA	790E11C9-30D1-40BE-A2BB-89B08A545722	79E88E8B-5E5A-4775-A5E5-ED446A2B546A	7C14EC5E-9FB4-4512-A2B8-10BDB5EFF326	7CEFBF18-5BCD-4687-885E-A4B058111B1A	7DC55705-0FC3-4BC3-9EB7-1380D6E50BFE	7DD0EB2E-EEB9-408E-B0FE-6A65BEC2014C	87DAEC85-6F71-4239-8D48-5590DA42CE45	91B710F2-5869-4818-A56C-AA4F85F06AC3	92028088-D1E7-4B14-AE4C-E262F2716FDD	9506C21A-0F1C-4EF9-9CDA-2E5C46C1A5DC	9772B0F1-BB89-49A9-9841-40EA5956A8DF	9926508B-C453-4081-B146-CCEC942C106E	99470209-71EF-4FFB-95B8-E09125766973	996989CD-4161-4D87-948F-3E152AC4D4B0	A0782212-49CD-4567-B538-534176BB77D5	A1449440-5579-4BBC-AC5A-76A10657FCB2	A3B49FA6-C8FD-43F1-A601-41F153B3442B	A6F751BB-BF57-4852-9368-825EFF3C501B	A7805FDF-1028-4275-A8F1-3620610199F6	AA690CF2-1EC3-4E0A-99CF-DD24992EEE9A	B263B4F2-2A41-48CB-89A2-0F10A4620160	B68ADC4A-A164-498B-8D60-3B2AD81E217C	BDBA1211-1AFE-4CF4-8ED6-509BFF3A2B57	C0B6329F-B055-480B-8DA0-D13DC42F7E27	C2090E0F-4228-4CF4-B69D-BFD38006E856	C3F371A7-0C27-4FE9-90D7-53F8E8BF963F	C4F6F746-B4DF-42CC-A629-33B032E0EF32	C58E0717-CC79-44C4-84AE-5874893A1364	C5D8569F-D8E3-4CE4-AD30-AF4FEC5CF346	C926563F-1DD6-4EAF-B7FF-17CF3AB60D21	C98BE9BB-CEB5-4886-AA9D-1F8F274A2CEF	CA729C97-E303-49AA-A4B2-2E9DD5C0F6AE	CA995887-B9FE-45FE-A90A-E2C757D7F37B	D1B14E56-23F7-435E-93B9-320012FA4E54	D29C76EA-FE7C-45E9-AEAB-0BFE5D81663E	D38A9ED2-81AD-43C6-AEB2-9ABC15999412	DCA18BD3-9317-4C2E-B7B7-139A69121396	DCF0B901-619A-48CB-AF7C-3B05C682133D	DF12BB2C-6DF9-4F88-8C40-14344811143C	DFFEA5C8-41AF-4927-A8C4-9E270F8F7106	E1C96184-EDCA-44C4-BB80-68492E5BF368	E449A211-33FC-45F4-B4F4-03CDE1D4F4BF	E8976AD5-04D7-4C42-8897-EFCB2CA0A171	EEFAE11A-42AD-497E-B6C6-61E00D1278D1	F1A1BFCF-BE56-43F7-B0BF-B1A64A618C86	F210498D-01E8-4BE7-9D7F-F216095079E8	F235FD23-09B9-41B0-9F2C-8BD1757EB884	F4B16D3F-4B7F-4011-8D1B-C0E7F15C6846	F634C736-39E8-4323-8155-FA3CC26AC9E3	F634FD6E-BA32-4F6A-BCFC-1F3994A137D0	F6A88D9F-29CE-44C8-A1C8-4EE014FD4701	F71C5D3E-3D79-4658-842B-F3D61BDFD29D	FD9FB30F-5F8D-486C-815C-90749331BB20
16	9FC80056-0862-4EFD-A309-2511B32C05B2	4.810721439	4.122796692	3.654339718	3.632316924	5.822399938	5.889332696	2.874614456	3.655705522	5.513917149	5.142596064	6.080948006	4.348925549	4.736433632	4.328422321	4.019539599	4.759312878	1.792841033	6.150552816	3.400549492	4.706796193	3.971745548	3.810020728	4.769800997	3.85880547	4.388241509	3.185259118	3.700806626	6.164124785	5.150038202	4.920267677	4.274473698	4.902830505	4.283894109	4.626556699	4.336637998	4.352593749	5.395432512	5.2297704	5.022020466	3.191834675	4.116187123	4.162060998	3.994013662	3.672208881	4.877638111	5.434559801	4.4615524	5.893214479	6.21706034	3.962372297	5.965878591	4.391947426	1.987529553	3.633290295	4.211432267	3.125172463	3.582628485	5.207123763	3.350743479	4.045825722	4.310440207	4.048559284	3.965826133	5.706696813	3.50690591	3.613283635	5.383200969	4.832297242	3.435033349	4.891920946	5.846080955	4.790627935	5.147302789	3.896221532	4.487088619	4.872776294	3.873091633	4.290669617	3.152744204	4.869734408	3.950530763	3.577940872	4.939418046	3.486592432	4.009625985	1.67126133	5.475092558	3.90431894	4.681173584	2.822608528	5.219759173	4.969139452	3.769806204	4.831394559	3.086862764	4.677284115	3.659657349	4.946971639	5.687680294	5.098126614	3.539487837	5.076288824	5.500339101	5.27892347	5.329754837	5.218262089	3.90053832	4.765027377	4.53800361	4.559695385
16	D80F9CBC-093D-47B2-AA0D-F09F697858BA	4.881192989	3.96281897	2.537996304	3.550939389	5.895302433	5.889327985	2.553772105	3.79048217	5.48973169	5.120052636	6.109243285	4.247079595	4.815870986	4.229854057	3.994932902	4.657269106	NA	6.153786069	3.320083647	4.979162246	3.797246913	3.539156355	4.828287655	3.77147739	4.279896667	3.223230717	3.753305925	6.155887777	5.182350492	4.705929597	4.380273222	4.923578356	4.240739242	4.549926842	4.359021944	4.341116563	5.293457288	5.232155899	4.876698351	3.140588646	4.112718039	4.066565809	4.023285472	3.750551022	5.086388085	5.376241634	4.340079633	5.893267961	6.217097625	3.924171185	5.909931683	4.482074223	2.118352928	2.384350077	4.122617063	3.197825577	3.582841303	5.198757048	3.28131738	4.041604907	4.213597722	3.906288057	3.824518324	5.773424562	3.389549909	3.541785791	5.533139447	4.870336249	3.335427706	4.743405962	5.805351375	4.796574012	5.016601971	3.879901061	4.340513766	4.971536917	3.851512042	4.20870503	3.379029344	4.795388513	4.002237229	3.564550651	4.906941042	3.571709869	3.940171353	NA	5.714513056	3.848767184	4.528222184	2.707545051	5.340490482	4.870957576	3.693174581	4.933030248	3.318838869	4.564759166	4.534828166	4.91942971	5.735322888	5.103208116	3.357337418	5.042220795	5.376668268	5.111845727	5.143413028	5.207938983	3.780853691	4.717192265	4.430805149	4.531309139
16	E6C81A41-CBFC-43BF-BD1B-8A78CF85BFF4	4.97538558	3.916816212	3.277234107	3.257111252	5.904264584	5.93627887	2.697098575	4.115659187	5.556011002	5.264178438	6.128145354	4.084737951	4.890302339	3.921781892	4.014960807	4.762631387	2.346944111	6.156836278	3.320914275	4.931198263	3.963822746	3.713258812	4.888085068	3.706591244	4.258365349	3.186661271	3.957732078	6.169085886	5.058386126	4.914493173	4.553928722	4.869430737	4.208284418	4.192618764	4.605875274	4.210073933	5.349995941	5.223681446	4.750107383	3.173799341	4.121094358	4.038374016	4.016809554	3.919603351	5.372780458	5.564235785	4.395785067	5.896152565	6.206911301	4.019641772	6.026137138	4.411439342	2.341763662	2.622048678	4.222641264	3.117638172	3.370893105	5.200461806	3.25882723	4.053276551	3.570018991	3.981847236	3.785935348	5.737709871	3.154977553	3.634818953	5.547269485	4.660891757	3.240628239	4.851583149	5.467534021	4.724191812	4.915161069	3.929309283	4.523727272	5.014359983	3.761454128	4.210812868	3.121976285	4.732400966	3.899882207	3.830506899	4.829462968	3.617011061	3.752742994	1.612542039	5.72001792	4.078283767	4.296435704	2.745105606	5.458655288	4.787925576	3.593605773	4.630120103	4.146816167	4.688161606	3.743106063	4.94108331	5.624428585	5.107067994	3.375663753	5.091703955	5.106201569	4.920263085	5.137396968	5.224799043	3.798218838	4.724553499	4.544778724	4.637795444
17	351C1C62-C377-492A-8ABD-37265581960C	5.609374649	4.894985581	1.801427738	3.401490097	6.174913698	5.463917025	2.583292452	3.860637183	5.317541717	3.989186084	6.028708338	4.224916151	5.121827564	5.371162401	3.945704443	3.749539262	2.251706655	6.159986228	3.70251674	4.634214747	4.096331198	4.307196572	4.537758283	3.838185853	4.231014737	3.218184122	4.00314335	6.164094474	5.172334752	5.23915426	4.181219914	3.37698602	4.261383503	4.788508244	3.88676423	4.314170042	5.399456255	5.04897075	5.579044316	3.364773868	4.07814948	3.867204756	3.929235838	4.54741657	5.348480902	3.699954697	4.664848497	5.917384132	6.231103332	4.395864216	5.905726864	4.388427523	3.118246166	2.7135277	4.376933929	3.048022682	3.148634072	4.5898617	3.351931137	4.507388412	3.696281339	4.030757296	4.004317539	5.745975295	2.955279167	2.96240209	5.755554308	4.774564387	3.46054308	4.917211335	6.225995768	4.504440298	3.841974678	3.821352023	4.587081959	5.571301002	4.342136791	3.57240736	2.906756405	4.944319009	3.668815234	4.465216705	4.866849347	3.61600422	3.475247464	2.177689455	5.720484231	2.899324668	4.229617998	2.91468746	4.914382742	4.877588749	4.047560157	4.613196301	2.527835879	4.037655178	3.614835707	4.913921088	5.42799702	5.061074013	3.537735001	4.975443349	5.307237451	5.02860084	5.411966196	5.23097541	4.382159031	4.7586567	4.750266777	4.974741359
17	42E5D201-7D6E-4CE2-8E3B-945BE2CD5565	5.528499257	4.892991958	NA	3.444106733	6.198127875	5.40357399	2.523853896	4.023897893	5.837713116	3.956340055	6.023452099	4.318867821	5.108344019	5.31293016	3.927620337	3.774126118	2.340648755	6.156707941	4.021878727	4.624545052	4.158129128	4.055913111	4.616544398	3.784194492	4.475697167	3.291453515	4.095520831	6.104401028	5.119328004	5.053835595	4.187791444	3.446290324	4.227859109	4.754608016	4.506650639	4.413423552	5.498097917	5.103615756	5.554975677	3.333571002	4.071060034	3.90616542	3.93179704	4.330442591	5.445094321	3.825194488	4.516355323	5.902017047	6.224324478	4.594936996	6.096991978	4.36512237	2.919797462	2.155130258	4.173266123	3.028628895	3.663057728	4.570216137	3.278476741	4.545500643	3.741363371	4.000291281	3.933443861	5.756691059	2.781593939	2.964494131	5.728674183	4.851722034	3.302840573	4.851309564	6.197853075	4.546145407	3.751956246	3.775821648	4.343865923	5.523998422	4.267530982	3.555826988	2.897959972	4.914297334	3.580528695	4.223046945	5.089474241	3.774682808	3.977234641	NA	5.629455205	2.903303081	4.207335859	3.173461278	4.849455262	4.789913717	4.083784765	5.024018628	2.433878045	3.991082229	3.486218813	4.906612686	5.463808219	5.05973893	3.729464467	5.204819075	5.228353533	4.971268905	5.281305349	5.202011971	4.355880346	4.71471051	4.694023006	5.112780187
17	51243DDF-5689-4588-AD44-9E5AC0DC2D89	5.712445816	4.96418891	NA	3.505915562	6.159980328	4.958498454	2.152530728	3.769942016	5.560232271	4.006929279	5.670860078	4.365598537	5.189567586	5.396018303	3.922740591	4.054822217	2.498106984	6.156389843	3.737243473	4.582355298	4.114118893	4.311881234	4.736437493	3.940247955	4.22646625	3.308944917	4.132955912	6.162939585	5.332986286	5.420664796	4.229304409	3.613884692	4.274080877	5.000495942	4.038111622	4.351577366	5.430522277	5.16073905	5.693550462	3.43322145	4.120663078	4.005336957	3.957107469	4.582949508	5.35187887	4.1522884	4.602085924	5.913145459	6.219800152	4.483153714	6.074744334	4.331326715	3.257302441	2.47732796	4.43882624	3.029197418	3.079145243	4.781863793	3.345192881	4.545176454	3.828570059	3.968591461	4.160683702	5.745737293	3.08857128	2.810803274	5.746057737	4.889829222	3.396460091	4.850410755	6.246723236	4.540216509	4.171349769	3.829257624	4.516760648	5.662183006	4.45219019	3.744469732	3.401064587	5.004763439	3.90498599	4.570609245	5.122356103	3.694006576	3.378598074	2.534043048	5.588259941	3.154045592	4.312212458	3.144268838	5.053246647	5.071696073	4.151079961	4.53433232	2.54194388	4.189920314	3.591397747	4.949285079	5.603989417	5.05706753	3.567021715	5.13068262	5.479996011	5.075417575	5.352358436	5.205621193	4.482747918	4.747832766	4.493833489	5.089548714
18	B5C1DF43-655D-4D54-8750-3EDABC0B3C1C	5.636484334	4.808553165	NA	3.680168562	6.226743546	4.658699787	2.66715401	3.744896494	5.777548816	4.476175963	5.29047583	4.138152042	4.952616125	4.895850036	3.943684669	3.934219805	2.711297814	6.162160861	3.89564638	4.684859926	4.080689404	4.101688756	4.604019644	3.928636404	4.228917559	3.151369424	4.215796941	6.149559751	5.71662972	5.245946819	4.117013687	4.294590255	4.219548526	4.792139122	4.502307206	4.161931284	5.411319166	5.185226506	5.188169316	3.402172875	4.160515526	4.438389895	3.996682422	4.442214977	5.621352632	5.253292213	4.604223321	5.949023228	6.233024827	4.340826011	6.368142618	4.638871142	3.855867654	1.998224118	4.267230794	3.077302866	3.013271319	5.692605112	3.342065278	4.484050671	3.76222366	4.01742578	3.975353291	5.7559983	3.424472425	3.597127504	5.717204443	4.764000775	3.466351716	4.863520446	5.944885629	4.284187865	4.789265595	3.834444426	4.650997007	5.602731756	4.3550137	4.35475133	2.910870577	4.937870093	3.701810124	4.38167962	5.015214655	3.88479944	3.25538731	NA	5.774851123	3.467433988	4.385373422	3.387819398	5.056206047	4.845137085	4.15911385	4.883839632	3.377081746	4.309448202	3.943182314	4.943508076	5.419803296	5.042942912	3.788278925	5.333373571	5.423141632	4.748704698	5.423333306	5.18779639	4.545450388	4.754992751	4.537188034	5.216443511
18	B80DB40B-489C-4B0E-95CD-FE9B896204CC	5.655479343	4.931360938	NA	3.651628917	6.229972553	4.92715581	2.422927578	3.759684623	5.782418485	3.868285664	5.659283944	4.128527624	4.983441452	5.093154216	3.946629491	3.542057683	3.047776183	6.159604445	3.937552078	4.727928502	4.206016011	4.157777758	4.743382275	3.810591528	4.189331066	3.186014325	4.368262756	6.153292101	5.631023827	5.596321182	4.337631113	3.766097514	4.227354225	4.699802688	4.203396178	4.147846785	5.441235314	5.199853957	5.135004348	3.446687364	4.102911269	4.310182656	3.997628365	4.447636319	5.695893095	4.900549928	4.59264887	5.937033457	6.228387453	4.605907799	6.017234467	4.70318899	3.752494944	2.466868968	4.389527888	3.178720716	2.910595536	5.648916404	3.413172703	4.595602379	3.757902705	4.048258828	3.882918486	5.714193364	3.517651534	3.654451593	5.768846618	4.64832295	3.470368125	4.915222805	6.014462328	4.42265904	4.410244477	3.900768325	4.482394526	5.607356616	4.397750783	4.143109589	3.269951928	4.90007067	3.579725039	4.362792566	4.894196636	3.876266406	3.266005688	3.132794051	5.811577359	3.317133001	4.311610072	3.578667027	5.153778245	4.904909897	4.154460006	4.656440412	2.760172104	3.993303108	3.154493132	4.938913432	5.396976898	5.151391935	3.715252045	5.138823024	5.375855544	4.622224493	5.483596861	5.340722468	4.411479611	4.733229479	4.541215885	5.327759415
18	F608A91F-5244-4065-A73E-E0C29C497591	5.509448237	4.847028969	NA	3.654792064	6.249378804	4.819707572	2.51348341	3.890639679	5.768610893	3.878244637	5.478427532	4.305957399	4.862200635	4.88371656	3.994198388	3.379774995	3.057505511	6.154063255	3.923209486	4.718388699	4.155323646	4.253951207	4.665558242	3.800958156	4.467941697	3.043777342	4.475477106	6.12730198	5.542578317	5.512911216	4.239395335	3.772283688	4.231566438	4.664419936	4.338305978	4.209353309	5.414692065	5.282930158	5.15037003	3.408253528	4.177486833	4.299902776	3.990682538	4.19211565	5.750677557	4.914781623	4.593843989	5.935392196	6.224937075	4.790043693	6.330263217	4.623122956	3.54279726	2.329089852	4.385257748	3.114378842	3.217977472	5.538675705	3.367453233	4.401575922	3.657455936	4.068471505	3.936129789	5.587500907	3.178910798	3.578331845	5.674612811	4.858333798	3.405612851	4.910803131	5.894963062	4.308268649	4.352904732	3.889822878	4.416984035	5.52570388	4.290567401	4.060363094	3.416371409	4.898171563	3.610530685	4.124407497	4.868562672	3.941869213	3.554390465	3.200325275	5.979265444	3.238758771	4.378313945	2.66367019	5.097216502	4.985111839	4.15976296	4.468315778	3.032734601	3.981186501	1.906682358	4.94490349	5.398615076	5.171725732	3.79048403	5.486115572	5.343575745	4.695123418	5.316279828	5.312501425	4.315852154	4.713438056	4.610441046	5.171034563
19	42BBBA81-FEAD-4F4C-B162-39F9C8080F76	5.351508089	4.555275207	2.365340504	3.412276601	6.13622323	5.225092583	2.491856308	4.110428906	5.883605633	4.297873762	5.869480683	4.259073421	5.044343442	5.003053191	4.097141874	4.283682081	2.268214648	6.158788703	3.901210102	4.838376181	4.199561004	4.347503348	4.608477106	3.703278492	4.605024464	3.142411545	4.277346268	6.083319858	5.260033529	5.249305192	4.364773199	3.91652941	4.202562562	4.593357042	4.14918531	4.533545743	5.607035568	5.241964571	5.272303258	3.420499775	4.013788561	4.304982159	3.993352933	4.061228888	5.632921662	4.476906444	4.927738174	5.888100007	6.226254845	4.719765063	5.98882847	4.653829784	4.005141772	2.033602326	4.3616586	3.064276685	3.691204618	5.362615769	3.342777542	4.343822454	3.860023717	4.053836282	4.115054571	5.487688507	3.517778796	3.668591468	5.573095671	4.80848645	3.356955793	4.918269964	5.959820828	4.451608385	4.471373739	3.85962045	4.558219264	5.410322079	4.246394149	3.594833152	2.715137839	4.773017992	3.680386686	3.943610596	5.282884214	4.136840353	4.016848894	2.222649916	5.669020539	5.279650914	4.289479296	3.620979313	4.96241042	4.688367226	4.094664903	4.724705979	NA	4.355384552	NA	4.886369529	5.697005654	5.178216613	3.784304451	5.185012866	5.195842112	4.995724692	5.367955616	5.341621172	4.209341002	4.708600545	4.686623391	5.132459213
19	8C31F889-8254-4380-BA3E-A8F470AA2BFD	5.535981106	4.535741067	NA	3.36503276	6.203237396	5.12480043	2.555117021	3.975534771	5.96585609	4.428832134	5.824494473	4.150735158	5.165224579	5.055966642	4.08321876	4.222632337	2.442906018	6.165977255	3.991514112	4.757477829	4.288803509	4.396356667	4.661229917	3.730308427	4.454850785	3.219721805	4.173278163	6.137425367	5.312368464	5.324606853	4.338693978	4.113971315	4.225421231	4.640933548	4.053778366	4.411807077	5.61818158	5.191973626	5.210426056	3.417254265	4.062001861	4.4453984	3.979088828	4.355249294	5.58481608	4.8466401	5.101576682	5.925309726	6.232186724	4.623449515	5.976309167	4.668715395	4.071871552	3.653354849	4.406791514	3.121475097	3.156047151	5.409844627	3.365148826	4.41655877	3.84265824	4.058059959	4.061636756	5.537933047	3.731318256	3.772845844	5.597462951	4.595177045	3.310031731	4.794951939	5.960659971	4.506082052	4.566367172	3.858747629	4.743874424	5.597403114	4.324771699	3.648579292	2.642999739	4.882800039	3.798930443	4.249372699	5.246421509	4.025517552	3.420244135	2.819200739	5.56151267	5.473175645	4.239241061	3.481909879	4.897955295	4.59169605	4.022384726	4.18764826	2.858145147	4.474183021	2.37827012	4.91998382	5.678432098	5.147097891	3.778605078	5.021444072	5.257533119	4.906475581	5.404812121	5.327020891	4.351354511	4.780478929	4.683616771	5.053065055
19	D9C58A9A-B385-4572-BD67-3674396241F3	5.616222044	4.708253517	NA	3.38017162	6.200504832	4.907065806	2.476784095	4.111776896	5.558657135	4.568575259	5.533265661	4.209873482	5.174278676	5.078538337	4.05559068	4.330521208	2.643260209	6.161692514	3.908965755	4.708050698	4.269163036	4.296512079	4.762211407	3.756595576	4.424565815	3.249887661	4.100173832	6.163301925	5.354348653	5.270715086	4.447277931	4.304828657	4.263926867	4.698581163	4.304226696	4.448842486	5.548504305	5.262217121	5.219833658	3.480700998	4.128643641	4.444997659	4.030713328	4.409442281	5.659214944	4.917955294	5.108312471	5.8964002	6.228460503	4.501472408	6.039827399	4.641692857	4.195290784	NA	4.365683615	3.097867788	3.098615927	5.509185163	3.296798694	4.420024511	3.808539463	3.983398198	4.19851715	5.648919219	3.589214914	3.719024177	5.679145671	4.705291459	3.242521446	4.865832044	5.97512622	4.436678867	4.521850321	3.886836578	4.768197733	5.625698623	4.374550373	3.821871796	2.841609103	4.907786396	4.019380188	4.30606277	4.965814615	4.122952388	3.354566623	2.693480559	5.533945576	5.530831016	4.223130283	3.657203156	5.059778839	5.071734669	4.023196491	4.403333663	2.826720594	4.428529602	2.986679576	4.92880714	5.725347969	5.093160073	3.759528886	5.111773088	5.213118745	4.902351053	5.37593302	5.243867296	4.460224414	4.770219653	4.562160366	5.129365194
20	01B3EE9F-C625-4CD0-9752-D129DA78A0BD	5.041616698	4.613180954	2.919804626	3.905038029	6.141974156	5.507371804	2.620159614	4.071666366	5.782201051	4.841286599	6.053941628	4.202467819	4.926581513	4.712224123	4.005859549	4.822309098	2.706039419	6.148006788	3.592607459	4.982026625	4.268711751	4.276164935	4.575489561	3.559358852	4.459222096	3.109392317	4.073144374	6.125689329	5.121992965	5.368746993	4.232127994	5.038074903	4.246179831	4.460544725	4.024450486	4.586593723	5.480962089	5.255305663	5.080374549	3.274958689	4.042100741	4.044890659	4.026118367	3.98396042	5.601384138	4.114709176	4.680607589	5.867491921	6.192851375	4.473822921	5.969519311	3.947081514	2.447737816	2.060984893	4.368592886	3.106038036	3.607552546	5.164372613	3.258952725	4.175578357	3.655847989	4.271263158	3.716385223	5.563274896	3.210737047	3.625843302	5.105628741	4.736422432	3.275018149	4.874346109	5.917757651	4.176350624	4.375824333	3.861285105	4.672774599	5.111787167	3.917833436	4.120665309	3.085672993	4.713445207	3.6212313	3.866069002	4.937213462	4.039180369	3.958617399	NA	6.043316221	3.894576891	4.395160989	2.896005533	5.232451244	4.935219529	4.230065102	4.438694936	NA	4.570394252	2.592464065	4.923518869	5.474014077	5.047777415	3.790821482	5.079784794	5.176351533	5.033181656	5.228583147	5.203510032	4.020936756	4.729989364	4.721057654	4.811023008
20	6FCCD59F-D7D4-4EEC-9512-02D961792DDA	5.076840405	4.622910272	1.827580651	3.864907208	6.023690255	5.133590713	2.824776562	3.99968166	5.52985134	5.264463955	5.898114413	4.26490859	4.954388282	4.876290508	3.976811069	4.89961858	2.385290608	6.146825892	3.317041188	4.73901722	4.068466621	4.17950314	4.555771267	3.757983402	4.251447308	3.259237434	3.958910354	6.135631082	5.289840308	5.361918777	4.138966807	5.087650851	4.238173136	4.668504384	3.742584877	4.588778852	5.451708916	5.296409312	5.191557678	3.360819053	4.088112677	4.262831477	4.012255479	3.95225789	5.602394519	4.597400739	4.715670857	5.907634572	6.219267573	4.374977494	5.931792027	4.043533826	2.301251074	1.95469615	4.404854506	2.992861959	3.256236504	5.434069935	3.318445502	4.259029423	3.827907857	4.193166432	3.986759273	5.701079663	3.380177087	3.784588723	5.178800298	4.717815387	3.392380537	4.80888345	6.026608423	4.098804444	4.683625281	3.898856648	4.756161947	5.084955777	4.0574541	4.345178346	2.881938569	4.865735368	3.831611495	3.86646987	5.146612343	3.974299607	3.622569828	NA	5.843338885	4.005996749	4.514583753	2.809232498	5.40687555	4.98605575	4.163406801	4.21749838	NA	4.700650004	2.37454355	4.931481336	5.703558469	5.088694743	3.613727534	5.018496456	5.406454197	5.185064271	5.412228388	5.21595685	4.095251138	4.718427821	4.523610687	4.845444404
20	9912C224-C772-4E4D-B1B9-A2952355902C	5.043281821	4.569556252	1.89227487	3.855868077	6.180465756	5.397388156	2.730127555	4.185105771	5.290126325	5.005334197	6.036993415	4.215188032	4.855793745	4.602647846	4.012327627	4.692111491	2.633225943	6.152582077	3.750632814	5.011987495	4.145689716	4.174689084	4.595496789	3.602281577	4.25827041	3.274628033	4.11520867	6.159113915	5.21687445	5.276831441	4.238333886	5.06362506	4.212318918	4.529793949	4.222329369	4.545837208	5.459010366	5.184486369	5.109739584	3.293903041	4.070801816	4.170824905	4.005529119	3.883273827	5.670561787	4.004012329	4.794360204	5.93341692	6.212104454	4.3764051	6.001126451	3.875307657	1.897028159	2.389720058	4.27041152	3.137463498	3.186335009	5.26518907	3.300387491	4.328943076	3.752671962	4.171744522	3.744652124	5.697215204	3.485262319	3.67453914	5.14037218	4.690154896	3.260374474	4.861077297	5.912362568	4.071970888	4.287484126	3.884413819	4.896911917	5.026661538	3.964139545	4.040815137	2.894766795	4.768837889	3.743952531	3.713096276	4.830584962	4.02212063	3.520946599	1.835048812	6.119612264	3.807834239	4.40362088	3.35437353	5.177180996	5.06516247	4.253663577	4.321424308	3.116715874	4.537991915	2.382405524	4.893660506	5.407551722	5.056565932	3.762448328	5.101488486	5.273500399	5.059477431	5.446020452	5.207879381	3.989777323	4.702203574	4.575125665	4.957912263
