group	id	0292159D-8EE5-4B0B-9756-17EF4F55263A	0474C672-D911-40E4-8AB7-15FA4D072A9C	05AEE292-E223-48B5-B0B6-DA88D117139D	05BC1ED4-187E-41DB-AFA6-C4529B8FCFA3	0929C255-892A-4196-B906-54A5D809FA72	0A2B3536-2245-4C0E-BDBC-495766EEEC67	0AE47E69-3FA6-471B-BFDF-AF84E4D3201F	0AECCB48-4FB5-4C79-8E80-2BFDC2703B65	0F3D1985-DBA7-4525-92F5-CEF822A2A08F	1045C80F-7C97-4B11-9675-318064A3F56B	12B82BD8-2DD4-433A-B4C8-7985B4738402	12D39077-7A6C-4BA8-9EBB-CFFF87CD9770	150F8364-E67C-4913-831F-832187652123	176F3289-5E77-4E1B-8695-FA71478F18F9	17B178C8-9728-450B-A13A-7CCC5FC301C9	190602A3-5AC5-405A-9328-8BD78D23B174	1982CFBF-461A-4256-AEAA-DD89D18F28FE	19EBA91E-4D0E-493E-8297-3466769C0C1B	1CFD4B4B-DB79-44CC-A47E-7806308FDDA9	1E0DFE20-FCD1-43DF-8DE2-901E95A51523	1E854A72-598B-45D4-AB19-E3914F2AEE09	1F4C55C2-6F41-4B79-B994-AACDF9D87C19	249EA5FD-66E6-4293-838B-586365A336F4	27BCCCEB-7C09-4CB7-A5AB-891E281CA4DA	2FEA82F2-B180-4B7E-BE29-AF06A31C90C7	30BFBC24-D16F-448F-AEAC-057AEF97B2A7	3481B26E-85C6-4D1A-ADD4-4E7981B65BA7	3771176A-F95B-494A-8172-E57260AC372C	37DD0B78-3C22-48DE-8471-4F2D8779D90B	37EC4174-F358-4860-9D99-98104BE33A70	38ABF99F-2098-4214-83E5-4FC5270C1C6F	3AEA26F8-8B7D-4864-AB5E-F1CACB05D741	3DD5CD2F-352D-4ACF-ACCC-B5B6D7BAC5C9	4361A302-5783-46B0-8921-2EC08F235ACD	4485ADB0-AF5F-4A51-BF60-702F4C975DE2	4A1F60BD-5CD8-4221-8AF2-A2DA4437F8B8	4CA0F2AD-18D5-4044-8350-504FFE609B2C	4F0FA9B6-514F-4FF4-98CC-0009BC08EB80	507D17F8-DDEC-4560-919B-B7D729ECE611	52456612-1DF9-4CF8-B114-6E9B1EF19F2C	556EA0EF-8989-41AE-8023-7703DAC7160C	593E644B-68A3-4E67-BAB1-BDD99219E072	5B46DD57-1D7A-4DCC-8C71-E769D018AA44	5BB480FD-2D3A-4B4B-AD0F-7F689F761079	5CB91881-3359-4FBB-A8E4-DD2F007F01BA	5DD39B17-CA54-4C20-BD84-FA7F88DA5B69	5F2EB568-4F1C-4241-810D-95C2A13093F7	607DBF7C-9714-402B-B03A-2CC96DC5CE02	6176BB6D-9D93-4714-B906-C7A54E0D3325	665AC2DC-49CB-4284-A05C-1B1CDEFE2A0B	6689E110-85D0-445C-8056-108724435D89	6777816A-975B-4B53-B039-3CB26D469C47	696B8E8A-DD8D-440A-853E-5878B584288D	6B2C9674-5F06-436A-8FF6-DC15BAAADD80	6BAB0D9B-7BA4-4E29-B05E-25893805AABC	6E75A199-949C-4A87-AE44-7CCF6C8C021F	741D97D6-E08F-45A8-A2A4-35E151FE3EFA	790E11C9-30D1-40BE-A2BB-89B08A545722	79E88E8B-5E5A-4775-A5E5-ED446A2B546A	7C14EC5E-9FB4-4512-A2B8-10BDB5EFF326	7CEFBF18-5BCD-4687-885E-A4B058111B1A	7DC55705-0FC3-4BC3-9EB7-1380D6E50BFE	7DD0EB2E-EEB9-408E-B0FE-6A65BEC2014C	87DAEC85-6F71-4239-8D48-5590DA42CE45	91B710F2-5869-4818-A56C-AA4F85F06AC3	92028088-D1E7-4B14-AE4C-E262F2716FDD	9506C21A-0F1C-4EF9-9CDA-2E5C46C1A5DC	9772B0F1-BB89-49A9-9841-40EA5956A8DF	9926508B-C453-4081-B146-CCEC942C106E	99470209-71EF-4FFB-95B8-E09125766973	996989CD-4161-4D87-948F-3E152AC4D4B0	A0782212-49CD-4567-B538-534176BB77D5	A1449440-5579-4BBC-AC5A-76A10657FCB2	A3B49FA6-C8FD-43F1-A601-41F153B3442B	A6F751BB-BF57-4852-9368-825EFF3C501B	A7805FDF-1028-4275-A8F1-3620610199F6	AA690CF2-1EC3-4E0A-99CF-DD24992EEE9A	B263B4F2-2A41-48CB-89A2-0F10A4620160	B68ADC4A-A164-498B-8D60-3B2AD81E217C	BDBA1211-1AFE-4CF4-8ED6-509BFF3A2B57	C0B6329F-B055-480B-8DA0-D13DC42F7E27	C2090E0F-4228-4CF4-B69D-BFD38006E856	C3F371A7-0C27-4FE9-90D7-53F8E8BF963F	C4F6F746-B4DF-42CC-A629-33B032E0EF32	C58E0717-CC79-44C4-84AE-5874893A1364	C5D8569F-D8E3-4CE4-AD30-AF4FEC5CF346	C926563F-1DD6-4EAF-B7FF-17CF3AB60D21	C98BE9BB-CEB5-4886-AA9D-1F8F274A2CEF	CA729C97-E303-49AA-A4B2-2E9DD5C0F6AE	CA995887-B9FE-45FE-A90A-E2C757D7F37B	D1B14E56-23F7-435E-93B9-320012FA4E54	D29C76EA-FE7C-45E9-AEAB-0BFE5D81663E	D38A9ED2-81AD-43C6-AEB2-9ABC15999412	DCA18BD3-9317-4C2E-B7B7-139A69121396	DCF0B901-619A-48CB-AF7C-3B05C682133D	DF12BB2C-6DF9-4F88-8C40-14344811143C	DFFEA5C8-41AF-4927-A8C4-9E270F8F7106	E1C96184-EDCA-44C4-BB80-68492E5BF368	E449A211-33FC-45F4-B4F4-03CDE1D4F4BF	E8976AD5-04D7-4C42-8897-EFCB2CA0A171	EEFAE11A-42AD-497E-B6C6-61E00D1278D1	F1A1BFCF-BE56-43F7-B0BF-B1A64A618C86	F210498D-01E8-4BE7-9D7F-F216095079E8	F235FD23-09B9-41B0-9F2C-8BD1757EB884	F4B16D3F-4B7F-4011-8D1B-C0E7F15C6846	F634C736-39E8-4323-8155-FA3CC26AC9E3	F634FD6E-BA32-4F6A-BCFC-1F3994A137D0	F6A88D9F-29CE-44C8-A1C8-4EE014FD4701	F71C5D3E-3D79-4658-842B-F3D61BDFD29D	FD9FB30F-5F8D-486C-815C-90749331BB20
6	2774CFBA-5186-4DC9-9A50-49004B6F4815	5.380652558	4.493090402	NA	3.688587705	5.847123416	4.74837597	2.746621242	3.400038912	5.374362701	4.285922125	5.264308598	4.271689927	4.967724554	4.76375082	4.035746047	4.270959213	2.498107734	6.160884246	3.30716163	4.8817249	3.988470714	3.86162019	4.92665637	4.135572085	4.074253195	3.071898314	4.093135429	6.16186746	5.867406174	5.341778585	4.348461337	3.914774871	4.271459076	5.077272577	4.651037162	3.85120486	5.355706027	5.53511303	5.121313376	3.396270331	4.200885854	4.380959355	3.994680743	4.325715208	4.400861088	5.819294525	4.416617559	5.725035888	6.231980722	3.337263205	6.159996719	5.138740951	4.130107778	3.532362232	4.279570951	3.23221166	3.358463208	5.631735912	3.45467329	4.396576443	4.236263425	3.823213612	4.169425841	5.83343956	3.81395151	3.602450811	5.775084188	5.148111344	3.517311203	4.813406473	5.927542928	4.98645709	5.081371316	3.916887199	4.487752146	5.314728946	4.044105694	4.494005965	4.115561003	4.983009912	4.173535014	4.257796718	5.032887435	3.574408971	3.674190792	NA	5.495307223	3.106696938	4.458343307	3.196266737	5.289781616	5.422158826	3.898503626	4.728839687	2.558092135	4.196227846	NA	4.954354764	5.812606143	5.192612963	3.552567599	5.250447329	5.667813616	4.614295208	5.35537091	5.368385119	4.463137796	4.760756353	4.241808551	5.228653695
6	9F27FB21-A830-4BD6-BDA2-01A34726CDE1	5.367476632	4.476973894	NA	3.783581568	5.45469166	4.639853866	2.673833543	3.418836915	6.005377492	4.247103932	5.11115807	4.283402013	4.907147895	4.839532684	3.990365266	4.10041101	2.340586273	6.150686987	3.549094304	4.826591528	3.912481356	3.57173927	4.821678144	4.146108259	4.230741523	2.919935528	4.144770052	6.065495407	5.878201363	5.179553841	4.246024003	3.443989362	4.179254642	5.127270181	4.742640545	3.884544328	5.384944359	5.546484687	5.165489491	3.401911639	3.996321651	4.384638687	4.040896357	4.2993647	4.456029689	5.458646825	4.005883426	5.628324245	6.231247942	3.54062779	5.7596898	5.095311357	4.027585072	2.393518237	4.246999346	3.130212376	3.430201142	5.665781692	3.296850572	4.371262438	4.360430384	3.780761451	4.108350072	5.787552259	4.008829193	3.539285108	5.645522772	5.229837519	3.246008518	4.905767151	6.013450209	5.15141418	4.571098587	3.903325192	4.339061021	5.347785944	4.110270754	4.30360835	4.192646811	4.937473829	4.141045895	4.247026137	5.514354926	3.581463944	3.757594326	NA	5.278526493	3.253744063	4.531771938	2.799512734	5.410396948	5.089723387	3.861949991	4.72279791	1.927700539	4.181457578	NA	4.830335065	5.837014108	5.206553308	3.673407837	5.013565378	5.711710134	4.659076931	5.399213948	5.380147433	4.419857156	4.645886255	4.206078847	5.183322322
6	E05F132D-9EEA-4E07-9104-999AA7B93D84	5.390004212	4.578845045	NA	3.949769628	5.76117334	4.508351916	2.636828027	3.131009311	5.419885509	4.13871301	4.996642256	4.202375822	4.969553064	4.910098732	3.883991271	4.067525439	2.657258523	6.165258285	3.225315209	4.766613107	4.031194996	3.793656422	4.780711703	4.13819368	3.875646312	2.858058448	4.092233362	6.160977856	5.800971432	5.400061326	4.233155888	3.777673856	4.255669851	5.098762569	4.483357577	3.717328887	5.298922824	5.57772701	5.104918573	3.428737712	4.219663889	4.455816165	4.062546462	4.309262463	4.631902842	5.481133669	4.320565739	5.738631838	6.228661673	3.639860998	6.18668709	5.107482048	4.028048845	1.923088041	4.312380746	3.067795299	2.858370475	5.687604885	3.395719789	4.442943715	4.174055406	3.758967761	4.154197316	5.785063388	3.51881679	3.612259205	5.624281972	5.103055473	3.501183993	4.962478197	6.041350036	4.8911091	4.869380444	3.906147012	4.404881629	5.340585654	4.164546203	4.365264696	4.049992787	5.013297737	4.098105903	4.23397585	5.177090001	3.492000103	3.026508695	NA	5.486717026	3.302162119	4.546202965	2.858219958	5.275273951	5.417349531	4.003702003	4.368704002	2.296424626	4.073074951	3.768412489	4.934628104	5.785550213	5.163386666	3.647360527	5.230814188	5.74098002	4.730699029	5.472318809	5.349590218	4.552018681	4.742021069	4.080196405	5.228557971
7	66CEFE9E-F6E2-43DA-B1C7-E541779C147C	5.346457689	4.150586859	3.496210186	3.598738769	5.442546508	4.810485891	2.703352168	3.496554234	5.720843359	5.006990866	5.442799088	4.2430197	4.779317373	4.906245809	4.024490204	4.477677421	1.846686382	6.164855774	3.002571617	4.71167378	3.941046061	3.691072192	4.76443238	4.080387964	4.180390404	3.084457394	3.737995428	6.167998514	5.321520879	4.959223484	4.290123838	4.656625524	4.217774779	4.928475912	4.192041527	4.12500684	5.495611522	5.576122808	5.189410069	3.410129174	4.149236139	4.455666229	4.054877614	4.278040875	4.966196961	5.75424368	4.478430594	5.764429626	6.225766383	3.489741342	6.033564048	4.597190633	4.368079529	2.030001154	4.38143724	3.123688963	3.180037421	5.494189457	3.423641988	4.245628035	4.698540046	3.760344646	4.22828104	5.774871207	3.885810625	3.466182333	5.436406645	5.025351739	3.359488662	4.80273019	5.926628594	4.746186674	5.157788666	3.92259747	4.927498913	5.354248144	4.296286766	4.072539737	3.476699142	4.856651564	4.315028997	4.174359807	5.368818388	3.551259877	3.437738677	2.163488444	5.071639397	5.372524798	4.641926564	3.224885505	5.02156576	5.375952532	3.631109354	4.299303968	3.516967308	4.426116768	3.434968685	4.929711766	5.859950818	5.197841618	3.568881435	5.162470064	5.641285768	5.060334888	5.515181243	5.362760392	4.499199262	4.717196211	4.123881713	4.631011349
7	6D4ED709-9BF7-43F2-984E-18660D9A8B33	5.366715474	4.210709164	3.582841979	3.218760032	5.784111337	5.08121241	2.663064142	3.794420747	5.480299702	4.963720005	5.760304663	4.179864756	5.070343462	4.676512764	4.107775724	4.472803602	2.356148476	6.152604999	3.338100019	4.818023973	3.977857468	4.025870674	4.905529081	3.884936071	4.294024322	3.150516516	3.943456766	6.164793969	5.264895796	4.982827173	4.387549877	4.675663234	4.276785866	4.691072992	4.425876856	4.264020762	5.496219604	5.388463854	5.074160199	3.364347284	4.112888455	4.595470868	4.025688876	4.260506104	4.722458302	5.764732019	4.403601372	5.735185433	6.22659163	3.245474989	6.013045608	4.794207855	4.371925473	2.305865396	4.238953129	3.060788625	3.275297619	5.456664997	3.321625173	4.139184114	4.179600672	3.933861648	4.108116139	5.728516633	3.565515959	3.404275041	5.587141606	4.870003222	3.332326601	4.958989129	5.798127447	4.784435056	5.320863734	3.913479026	4.589039781	5.388917507	4.027923213	4.05120625	3.690400815	4.891011417	4.256874825	4.131536969	5.168528496	3.690256868	3.716169276	2.49536352	5.322391306	5.292420403	4.363162568	3.309269754	5.251101391	5.235952082	3.613880104	4.364113173	2.813160669	4.616766123	1.434913682	4.934034737	5.86157705	5.177312369	3.48259805	5.096846728	5.389336943	4.926792614	5.310666167	5.320552753	4.248122825	4.777357914	4.392559137	4.587723339
7	E49012F5-D18C-4FB4-A671-A9AA5E415D9F	5.604555219	4.417629861	NA	3.284714021	5.789627874	5.043851517	NA	3.636736291	5.734748697	4.361448004	5.451656848	4.203111365	5.125539087	4.953625231	4.092821166	4.473196492	2.433076748	6.170110898	3.685953849	4.875585407	4.197635008	3.883197553	4.998007428	3.967233758	4.193116412	3.130561414	4.182168783	6.153771354	5.52867955	5.313422379	4.571997042	3.988306287	4.25803973	5.104743913	3.916757942	4.118575749	5.508684758	5.431813354	5.091499668	3.39734932	4.177101669	4.504515288	4.025257811	4.476099564	4.42318147	5.487141577	4.399702987	5.55250476	6.239866442	3.539225177	6.027443509	4.817343837	4.772172483	2.59885854	4.261437611	3.209491145	3.532371396	5.829059382	3.344267391	4.330545733	4.519508801	3.816503573	4.255037941	5.758487227	3.725256	3.616707116	5.854147862	5.129813113	3.405702718	4.818617176	5.968677081	4.986990208	4.743217009	3.941023857	4.682992885	5.560209128	4.207228511	4.026767259	4.216895905	4.998525653	4.344747823	4.379898524	5.241483022	3.737712214	3.82065488	NA	5.405367697	5.282160128	4.305338919	3.11202087	5.035780456	5.357945546	3.788530164	4.629114157	3.019950407	4.187666767	NA	4.917065986	5.771910891	5.211250027	3.66641439	5.327801628	5.544378115	4.790213674	5.455920323	5.433161545	4.686073968	4.733224025	4.41944435	4.88857036
8	969DBA98-FB91-4CCB-BA66-A66022CD7F3A	4.956821199	4.469038358	3.07160154	3.522512486	5.786350494	5.463968168	2.730808168	3.89179557	4.858058218	5.346660264	6.051596005	4.231433206	4.885272162	4.620813093	4.061575296	4.876995101	2.654952902	6.159444666	3.25812099	4.66456873	3.988793678	3.758428018	4.654142668	3.774736157	4.201140224	3.083290423	3.861601007	6.173605072	5.119090149	4.992686731	4.252342503	4.925655345	4.283403238	4.522748677	4.197670675	4.16950553	5.384627837	5.446050148	5.015346527	3.246242947	4.179675659	4.137134921	4.038229897	3.912261121	5.018398794	5.681101877	4.479223401	5.94933932	6.232346822	4.174584451	6.123090283	4.316307209	2.068330187	2.56782251	4.192910315	3.124120366	3.319672397	5.175355299	3.349685841	4.16323248	4.072051276	4.078476223	3.971295042	5.68899643	3.400873848	3.778143977	5.438527053	4.815510131	3.366903862	4.849950262	5.959897735	4.562790884	5.07030644	3.891288522	4.550712045	4.996701575	3.887584564	4.259813951	2.956055787	4.849140426	3.949127416	3.827883405	4.73199342	3.714207622	3.67751096	2.127684741	5.484809426	4.198259333	4.466314593	2.935370393	5.413319794	5.443849836	3.752791151	4.500998314	2.592798647	4.815164186	4.013607125	4.963063302	5.811075891	5.132596749	3.625392478	5.196057361	5.306132175	5.068452287	5.336764949	5.255500607	3.923314825	4.784300016	4.427798835	4.70291374
8	A9AC4E79-0AEB-46FC-9EF4-13FF2F67E974	5.319437385	4.398209922	3.396287623	3.443378444	5.778095682	5.207783236	2.631759228	3.909110806	4.720454432	5.120854105	5.843845554	4.141832021	5.042639233	4.593406613	4.035009205	5.012032812	2.94714429	6.151350752	3.492015147	4.792633799	4.009876377	3.720127923	4.930577413	3.835699973	4.142613388	3.409976232	3.829134737	6.175924019	5.348542818	4.938901245	4.498373372	4.758297364	4.271896132	4.716335209	4.558367005	4.272249464	5.361488001	5.464025472	4.99042853	3.277988122	4.149649086	4.245950304	3.969333308	4.163148876	5.318100629	5.596352956	4.513275755	5.917938965	6.225345811	3.852460457	5.837607483	4.565113541	2.648564724	3.832150436	4.207548917	3.074833243	3.267332282	5.546913408	3.204933126	4.344134241	4.290740946	4.012398857	4.035048464	5.808651082	3.434270307	3.724148307	5.574118995	4.871028562	3.20626424	4.912857393	5.996282055	4.76803564	5.105827789	3.892762613	4.625611369	5.339471922	4.108958244	4.326418743	3.851270071	5.005159329	4.211815916	4.075965	4.681834787	3.805555496	3.560949225	2.620112307	5.401973138	4.283206411	4.496775067	2.20162987	5.39905993	5.450613402	3.814624069	4.540480624	3.477354786	4.833539984	4.195225624	4.94271684	5.823394985	5.169981108	3.487858404	5.148563109	5.387140969	5.100248044	5.35199906	5.325601259	4.244321576	4.751467372	4.403118893	4.857452872
8	B1AD4F42-AC59-432E-B186-E93A62DA16B1	5.21012624	4.461197013	3.494065762	3.465084343	5.773035972	5.247606842	2.767554335	3.805313716	5.52077222	5.285114481	5.905173114	4.321555526	5.06714554	4.80810679	4.024444887	4.981973131	2.734348201	6.157987304	3.16363045	4.704297853	3.81263148	3.700143893	4.912490695	3.884310635	4.10101946	3.308031511	3.864150752	6.152079307	5.294588624	5.153590621	4.398555639	4.972876228	4.240521803	4.706532775	4.022968676	4.330400837	5.324172367	5.354531752	5.020048073	3.31749012	4.148981144	4.216531241	4.038352524	4.075405554	4.753431517	5.673823174	4.390241313	5.869948408	6.228788099	3.702994593	6.040186146	4.450764034	2.637833742	2.692297253	4.234893945	3.131751956	3.34670267	5.434810642	3.252599944	4.226445671	4.232171346	3.961594359	4.030247666	5.743861579	3.599859136	3.795432613	5.502725607	4.902198739	3.342902833	4.873680621	6.030939361	4.609291556	5.244296542	3.885475352	4.562117641	5.195806011	4.020447391	4.354613017	3.738712598	4.977283013	4.23437092	3.9702565	5.074344033	3.559837054	3.721897965	1.973560864	5.518569832	4.065151878	4.506321332	2.560993141	5.310479431	5.254989947	3.698274878	4.617886519	1.796422021	4.892158728	3.832454591	4.918454422	5.83450746	5.129628226	3.457353197	5.114055026	5.413598123	5.121207953	5.259031042	5.284431955	4.171806005	4.736580994	4.340130432	4.738998563
9	4B0FBD67-5BC6-46F8-8D7D-45771CF89004	5.504816288	4.298493494	2.956155238	2.989657446	5.832063074	5.657466633	NA	3.969213748	6.009214866	3.784006706	6.066554468	4.001655956	4.871641667	4.336440027	3.923387146	3.911396134	2.29159024	6.152303828	3.614640083	4.863600428	4.247456327	4.236547001	4.814694534	3.614191357	4.104581778	3.273410384	4.330908391	6.108781359	5.060423564	5.352915881	4.512160851	3.04592106	4.214709478	4.395808291	4.418396878	4.179451533	5.429921237	5.325727378	5.385753209	3.326826862	4.049504889	3.482469596	4.003609259	4.403695924	5.53648751	4.209018119	4.492324782	5.941335221	6.230957819	3.861264062	5.802072935	4.804490705	2.686186054	3.342308227	4.384866178	2.836946187	3.51044391	4.497742746	3.302898807	4.13789785	3.30182816	3.717858959	3.665554576	5.761152063	3.041053031	2.469648825	5.969033825	4.706534256	3.327339532	4.917603041	5.525572619	4.841127559	3.700117847	3.91204603	4.638407443	5.490851885	4.190836014	3.293636006	3.581223301	4.696885197	3.739183782	4.327776802	5.018963743	3.685845435	3.88816909	NA	5.724610954	3.135008406	4.063256047	2.646054077	5.335755464	4.571585883	3.711657394	5.36006534	2.925046491	4.042206668	3.625722302	4.857428753	5.635932195	5.118693667	3.644234901	5.122870984	4.932798211	4.584483608	5.136533608	5.258952005	3.857736606	4.71152828	4.510799073	4.994485648
9	CDE782A3-E626-43F4-A460-BFB931575737	5.58300593	4.234389899	NA	3.060615379	6.021930635	5.843002982	1.678252415	3.792197701	5.317030313	3.927282674	6.09073178	4.078797009	4.970982833	4.47253519	3.968471285	3.968772164	2.455055133	6.162942827	3.468583588	4.910758729	4.034293627	4.114107498	4.865122818	3.698347504	4.067022915	3.281716861	4.20023664	6.167156853	5.151872187	5.362184869	4.521866489	3.305191736	4.283705961	4.565582063	4.301425304	4.230408142	5.236323267	5.195720674	5.405646596	3.254293966	4.129170238	3.612185369	3.986997757	4.408906605	5.354117829	4.459344142	4.200685037	5.915105505	6.225260729	3.884948437	5.993766633	4.838312964	2.932083236	2.68169987	4.409049259	3.137180592	3.401749989	4.515867857	3.311357531	4.154832639	3.442285357	3.672788841	3.860250056	5.793687603	2.852159884	2.420380594	5.975338592	4.612716486	3.331251187	4.933239063	5.614006066	4.816072732	4.059248662	3.879804302	4.441727644	5.538613818	4.151150125	3.49201989	3.926018456	4.701687588	3.961796087	4.289445121	4.689787541	3.654818176	3.770857032	NA	5.874461769	2.91504534	4.072029246	2.626057866	5.356045948	4.738342487	3.752019518	5.166533274	4.67517396	4.106981202	4.37316815	4.953941942	5.608938462	5.051968531	3.394940814	5.149915738	5.054295858	4.673168745	5.030966244	5.163936273	3.884986743	4.77653464	4.545379965	4.881154157
9	E89302B1-F772-46FB-BBDD-D463BAAF7C6F	5.451402475	4.250232249	NA	2.848720319	5.922728607	5.759410818	2.467581512	3.78246382	5.6243969	3.836754695	6.178552817	4.04602468	4.894494724	4.343050466	3.984783683	3.944240313	2.102287738	6.159464764	3.494648966	4.873753383	4.071025706	4.229661733	4.74979348	3.665927441	4.007439888	3.292053346	4.221335507	6.12975454	5.139566112	5.410398973	4.507704811	3.209916478	4.218017968	4.473239252	4.153681376	4.184886384	5.394853963	5.240319472	5.435340365	3.27721986	4.140637308	3.543765118	3.986141331	4.373103061	5.566330469	4.296750217	4.484447715	5.897978286	6.222706187	4.136789345	6.082565221	4.794320602	2.688427562	2.44647151	4.418311289	3.121807724	3.010776745	4.445908779	3.288768789	4.183214338	3.404624545	3.707007718	3.795725752	5.74908904	3.077189727	2.478345597	5.975797211	4.680525412	3.347963519	4.930819758	5.643998241	4.8172655	3.84164424	3.855397482	4.653624832	5.467459989	4.101601478	3.332598517	3.705227021	4.682344569	3.818223774	4.306701225	4.792261869	3.675015075	3.425978866	1.988483552	5.842002516	2.608159324	4.076042729	2.679818054	5.366459413	4.764842516	3.773703758	4.784460382	4.158238999	4.052500614	4.416701127	4.881949939	5.590915631	5.129415329	3.542875783	5.167184604	5.034881708	4.67489737	5.213358673	5.26710185	3.876375886	4.719013901	4.487904734	4.921904684
10	48470EB5-795D-4DD5-809B-6268F0414A9E	5.290427424	4.041749638	NA	3.290066824	6.031153841	5.769620417	2.410209377	3.613059664	4.998949254	4.266602927	6.187250644	4.071185595	4.77613091	3.752486597	3.930256891	3.78687876	1.953455047	6.161968368	3.500302227	4.988332437	3.978597096	4.161122447	4.801801426	3.801975095	4.096918293	2.993108969	4.249183952	6.162155749	5.604173394	5.413701843	4.444987766	4.151027269	4.255726069	4.41790633	4.373022269	4.128814525	5.237864833	5.16316359	4.963159261	3.219102562	4.196132691	4.083016949	3.971136726	4.233648075	5.070227173	5.357195757	4.267640252	5.939517505	6.233259419	3.802248509	6.216101506	5.171824152	3.566549313	3.526655629	4.409052109	3.08814362	3.457194271	5.277347932	3.378677126	3.983750478	3.341363958	3.768703807	3.754155203	5.83249803	NA	3.285217205	5.881516775	4.693586738	3.357537486	4.904849734	5.088381537	4.537091972	4.697214942	3.878447366	4.393023347	5.318904025	3.899000914	4.226992542	3.736116076	4.619939468	3.809647713	4.121809447	4.472644318	3.595652598	3.876047174	NA	5.90228974	2.990562199	4.231563362	3.132085359	5.357101731	4.948090148	3.759182661	4.987773583	4.271295551	4.117473522	2.674987549	4.918124096	5.446420961	5.094365667	3.322164792	5.282110544	5.203441367	4.412427615	4.94156178	5.250728107	3.773609745	4.745561159	4.463077693	4.894093611
10	998230CD-01D6-4A31-B2BB-F162037885B5	5.466281177	4.225719646	NA	3.257823291	5.944878023	5.782887972	NA	3.724687641	5.607480549	4.070880345	6.151724288	4.009889438	4.722444771	3.763229078	3.897305451	3.378136343	2.386720541	6.15414473	3.362184481	4.898856459	4.073894526	4.236856794	4.744299897	3.733311254	4.042608934	3.029792903	4.325959192	6.155716211	5.488154172	5.468812269	4.419101633	3.995548284	4.253105323	4.364537525	4.423954735	4.081678559	5.235742078	5.119383479	4.95926058	3.292114379	4.156236888	3.972032172	3.976717671	4.342388485	5.412474599	5.069729532	4.21696246	5.951639689	6.231314052	4.035838684	6.059079301	5.077955157	3.474824516	2.538539576	4.472806095	2.901557898	3.302798411	5.278208468	3.192309173	4.106811453	3.331322809	3.776105983	3.690137902	5.769217128	NA	3.412926586	5.92908688	4.672355484	3.252443076	5.040408928	5.139900098	4.573220967	4.48424724	3.830747507	4.528925164	5.481641459	4.008015648	4.088924415	3.485479908	4.605518773	3.655401082	4.23464455	4.488503663	3.625445045	3.706877169	NA	5.966228717	2.645214567	4.177614613	2.857603219	5.4159159	4.618492912	3.778593227	5.100554162	4.430135641	3.840620859	2.829633076	4.923064756	5.419467537	5.090918325	3.435124876	5.283252484	5.114215965	4.346823184	5.097992109	5.26318771	3.986265742	4.724580594	4.447324622	5.03420371
10	B988AE0D-E130-4DDE-AF09-950B348615DE	5.45050495	4.18413169	NA	3.244253984	5.945345493	5.755859257	2.204892957	3.643547996	5.638882799	3.929480546	6.158285975	3.916127975	4.71136318	3.562036681	3.904664917	3.284815967	2.692013796	6.168047461	3.425376039	5.076247993	4.058384731	4.170538228	4.886571977	3.714140254	3.874671538	3.075200806	4.312219371	6.141340801	5.474843782	5.495315864	4.527660027	3.664491262	4.218903463	4.383359368	4.354543641	4.03895046	5.350286477	5.223116433	4.895793397	3.268930353	4.140580685	3.981171204	3.957933591	4.321931583	5.384358584	5.114871342	4.386901108	5.892833728	6.223808019	4.149333182	6.066332783	5.29881409	3.618655467	2.805432025	4.463858848	3.117026343	2.904918859	5.216575802	3.340616579	4.165296036	3.413228385	3.709458611	3.685094523	5.751075826	3.427045279	3.374185532	5.934100374	4.572803484	3.383201896	4.90215282	4.993673804	4.814447691	4.281580628	3.840571352	4.655494072	5.46404052	4.043744333	3.934576734	3.608587277	4.632515965	3.829639764	4.215550593	4.717894011	3.714056227	3.270304678	1.84543364	5.933638396	2.706596207	4.130107156	3.099638117	5.39967839	4.791705152	3.732771691	4.961416398	4.400425892	3.825047645	4.141033201	4.908242526	5.547756586	5.094484321	3.490177806	5.186496621	5.044125069	4.202289662	5.11118557	5.259137501	3.951397227	4.709703452	4.450758635	5.007510064
